TCSC,MAV,STE,MEA,shannon,sample,b_power_git,energy_git,skewness,kurtosis,std_dev,rhythm
7,0.276,1404.796,1305.779,3.93,0.029,0.0053,213.2061,3.3161,16.1557,0.4559,0
5,0.234,1386.376,1296.524,4.023,0.029,0.0032,176.0939,3.5462,18.8973,0.415,0
5,0.244,1390.337,1298.04,3.962,0.029,0.0042,187.8017,3.5435,18.7964,0.4265,0
5,0.241,1386.237,1297.303,3.946,0.027,0.0053,185.3147,3.6341,19.4856,0.4253,0
6,0.259,1401.596,1306.357,3.59,0.031,0.0043,216.3279,3.3469,16.3255,0.4591,0
5,0.237,1389.467,1299.021,3.881,0.028,0.0041,181.6097,3.5411,18.7223,0.4195,0
5,0.249,1389.139,1297.119,3.848,0.027,0.0045,182.3498,3.6441,19.4564,0.4222,0
5,0.241,1390.634,1297.041,3.942,0.026,0.0047,169.6966,3.5595,18.9601,0.4069,0
6,0.257,1399.851,1305.515,3.605,0.028,0.0043,212.4345,3.3779,16.4698,0.4557,0
5,0.233,1389.79,1300.034,3.738,0.027,0.0051,178.294,3.5825,18.9694,0.4154,0
6,0.263,1405.006,1306.447,3.687,0.032,0.0044,208.7229,3.3012,16.0613,0.4512,0
5,0.236,1383.647,1296.464,3.693,0.032,0.0054,185.7469,3.6721,19.5886,0.4243,0
6,0.26,1401.349,1306.545,3.649,0.033,0.0047,215.6805,3.3938,16.5404,0.4587,0
6,0.25,1397.818,1305.561,3.914,0.034,0.0045,201.381,3.4272,16.8401,0.4453,0
5,0.247,1395.714,1302.112,3.736,0.037,0.005,191.1965,3.5608,18.7387,0.4289,0
6,0.263,1404.633,1308.338,3.709,0.032,0.0052,223.1464,3.3086,16.0538,0.4653,0
6,0.253,1398.453,1305.023,3.837,0.029,0.0048,198.5648,3.3922,16.6592,0.4458,0
5,0.241,1389.799,1298.973,3.483,0.029,0.0051,195.7482,3.5694,18.7828,0.428,0
6,0.248,1401.299,1307.764,3.744,0.031,0.0038,203.1905,3.3518,16.3456,0.4456,0
10,0.538,1564.457,1388.934,3.827,0.042,0.1486,743.9574,0.0983,4.656,0.8099,0
21,0.638,1572.156,1351.19,4.459,0.079,0.1901,708.9482,0.295,2.9813,0.7781,1
17,0.707,1558.811,1367.144,4.95,0.078,0.0248,306.7253,-0.4591,3.4914,0.5923,1
25,0.452,1762.017,1474.206,4.581,0.081,0.0198,217.8316,0.1986,2.635,0.4365,1
23,0.546,1846.69,1550.317,4.398,0.076,0.1507,506.695,0.0745,2.3644,0.6559,1
21,0.435,1723.774,1448.233,4.645,0.063,0.0897,615.9177,0.3476,2.8086,0.6268,1
0,18.761,1725.682,1702.886,2.173,0.006,8087.66,158383.98,0.6959,4.0968,15.3486,1
19,1.523,1845.767,1511.069,4.622,0.087,0.0222,335.5603,0.0437,2.7139,0.4761,1
30,0.606,1790.438,1502.145,4.675,0.097,0.0319,264.0132,0.0514,2.0148,0.4854,1
27,0.862,1496.801,1322.934,4.105,0.062,0.0993,704.892,1.2238,6.9474,0.8366,1
18,0.655,1517.824,1338.345,3.935,0.068,0.1141,678.6814,0.857,4.7068,0.7953,1
15,0.651,1455.509,1299.255,4.395,0.086,0.0937,639.1521,-0.0915,5.0607,0.8019,1
35,0.528,1745.534,1469.299,4.778,0.084,0.036,353.397,-0.3191,3.0919,0.5692,1
30,0.466,1706.173,1440.461,4.754,0.095,0.03,318.1779,-0.0757,2.5411,0.5288,1
26,0.544,1601.458,1366.515,4.89,0.087,0.0482,397.1274,-0.1246,3.2101,0.6018,1
27,0.437,1804.606,1511.395,4.746,0.094,0.0334,285.7359,-0.1062,2.2616,0.5077,1
25,0.479,1868.549,1560.799,4.823,0.091,0.0602,325.878,-0.188,2.1838,0.538,1
24,0.518,1893.508,1582.107,4.769,0.089,0.0722,376.4126,-0.1426,2.0687,0.5725,1
24,0.491,1810.636,1504.427,4.818,0.088,0.062,360.8279,-0.1014,1.9428,0.5584,1
17,0.505,1817.026,1512.827,4.709,0.088,0.0803,396.5342,-0.0731,2.07,0.5803,1
16,0.569,1726.505,1453.676,4.877,0.083,0.0753,390.2286,-0.2305,2.0877,0.5779,1
20,0.625,1742.03,1463.929,4.699,0.094,0.0367,304.411,0.0395,2.3656,0.5136,1
0,12.514,1560.09,1534.742,2.29,0.018,60811.1376,569078.5087,-1.418,4.5548,25.3069,0
0,34.483,2125.111,2084.174,1.211,0.038,104198.444,669161.4656,0.7259,3.7559,27.3201,0
0,9.384,1470.058,1433.586,3.44,0.008,33620.8724,351315.8008,-1.9699,7.6576,18.2475,0
1,0.705,1673.14,1389.601,3.987,0.025,0.0005,56.6425,-0.3487,11.3873,0.2629,0
1,0.592,1515.374,1334.419,5.402,0.014,0.0098,201.2583,-1.8373,9.727,0.4856,0
5,0.287,1456.789,1334.252,4.011,0.016,0.0151,253.3568,0.0964,10.3339,0.4767,0
4,0.26,1450.555,1315.287,3.377,0.012,0.0033,126.0072,2.0872,16.3428,0.356,0
7,0.306,1492.522,1341.149,4.06,0.025,0.0058,184.3265,1.7567,10.2242,0.4425,0
13,0.365,1525.537,1351.466,4.426,0.054,0.0102,258.6555,0.9356,6.311,0.503,0
11,0.324,1512.963,1352.026,4.416,0.05,0.0081,226.5096,1.1705,7.0208,0.4771,0
15,0.329,1472.442,1323.361,4.402,0.06,0.0081,233.8947,1.1747,6.9923,0.4839,0
10,0.313,1468.452,1328.217,4.237,0.046,0.0046,230.0648,1.621,8.3804,0.4804,0
6,0.262,1409.932,1305.589,4.071,0.016,0.0037,188.0174,3.1746,15.547,0.4295,0
6,0.257,1408.906,1304.73,3.86,0.015,0.0033,182.3709,3.2103,15.6348,0.4217,0
6,0.258,1405.007,1302.069,3.962,0.013,0.0034,170.055,3.198,15.7254,0.4219,0
6,0.267,1409.55,1299.261,3.85,0.016,0.0039,183.4008,3.2639,17.1311,0.4078,0
8,0.267,1410.588,1306.505,3.863,0.015,0.0039,192.3562,3.1735,15.5002,0.4345,0
7,0.277,1411.817,1306.089,3.934,0.014,0.004,196.3358,3.1673,14.963,0.4503,0
6,0.257,1401.933,1301.071,3.958,0.013,0.0039,196.6169,3.3153,16.8177,0.4247,0
5,0.263,1411.608,1306.413,3.943,0.013,0.0037,189.2768,3.2475,15.9236,0.4296,0
7,0.269,1415.825,1310.165,3.912,0.015,0.0039,192.8768,3.1188,14.6412,0.4452,0
7,0.268,1415.445,1310.295,3.896,0.015,0.0036,208.5475,3.2017,15.1678,0.4413,0
6,0.261,1411.439,1306.314,3.846,0.015,0.0041,194.3084,3.198,15.5153,0.4336,0
6,0.261,1408.913,1304.685,3.835,0.015,0.0045,187.6495,3.2006,15.5694,0.4274,0
6,0.271,1414.381,1306.036,3.999,0.015,0.0053,190.065,3.1365,15.32,0.431,0
8,0.379,1451.975,1328.22,3.719,0.019,0.0303,435.5099,0.0983,9.0085,0.6319,0
6,0.262,1418.24,1309.479,3.734,0.016,0.0047,189.3504,3.1306,15.127,0.4281,0
7,0.26,1405.902,1302.694,4.069,0.015,0.0051,182.3333,3.2506,15.8871,0.4217,0
8,0.375,1466.23,1338.011,3.839,0.02,0.0301,419.1235,0.2673,8.7753,0.6199,0
6,0.235,1391.944,1296.937,3.622,0.016,0.0033,166.8105,3.352,17.4904,0.4015,0
6,0.266,1412.109,1307.344,3.929,0.015,0.0056,194.478,3.2081,15.633,0.4344,0
6,0.263,1408.935,1303.951,4.006,0.015,0.0048,187.5873,3.172,15.4793,0.4281,0
7,0.264,1405.062,1301.993,4.018,0.015,0.0049,187.6886,3.1882,15.5387,0.4274,0
6,0.275,1411.653,1302.255,4.077,0.017,0.0053,194.8746,3.0104,14.6183,0.4363,0
6,0.268,1410.899,1305.243,3.971,0.015,0.0053,191.5848,3.1947,15.584,0.4321,0
7,0.266,1409.875,1304.382,4.039,0.015,0.0055,191.7348,3.1793,15.4553,0.4318,0
6,0.26,1410.689,1306.36,3.966,0.015,0.005,185.9827,3.2244,15.6734,0.4259,0
6,0.265,1412.267,1307.687,3.959,0.015,0.0051,194.0596,3.163,15.3673,0.4347,0
7,0.273,1415.457,1306.507,4.009,0.015,0.0045,190.9031,3.1273,15.1848,0.4309,0
7,0.273,1412.499,1306.988,3.969,0.016,0.0047,206.9669,2.9875,13.8234,0.4605,0
8,0.291,1423.67,1309.105,3.924,0.017,0.0037,215.3499,2.9273,13.7983,0.4455,0
6,0.266,1408.767,1305.337,3.705,0.015,0.0038,197.228,3.2873,16.0141,0.4368,0
6,0.262,1404.355,1303.446,3.997,0.015,0.004,197.2018,3.2361,15.7784,0.4383,0
5,0.251,1399.464,1296.781,4.006,0.014,0.0037,168.0886,3.3436,17.5917,0.4022,0
6,0.264,1411.447,1307.983,4.046,0.015,0.0041,196.5542,3.2018,15.5574,0.4372,0
6,0.261,1408.186,1305.822,3.959,0.014,0.004,189.2651,3.3147,16.2231,0.4292,0
6,0.256,1401.85,1304.893,3.819,0.013,0.0047,197.7573,3.4143,16.7771,0.4388,0
8,0.311,1422.556,1312.791,3.953,0.016,0.0064,276.0863,1.4174,12.9514,0.5234,0
6,0.333,1459.41,1339.79,3.493,0.014,0.0065,369.2231,0.8018,9.9411,0.5724,0
7,0.263,1401.856,1297.686,4.191,0.016,0.005,180.7586,3.107,15.1905,0.4229,0
6,0.259,1409.171,1304.901,3.757,0.014,0.0039,179.001,3.2688,15.8844,0.419,0
6,0.259,1404.927,1303.192,3.953,0.015,0.0046,190.7782,3.253,15.8267,0.431,0
6,0.256,1405.932,1305.946,3.848,0.015,0.005,195.3276,3.2748,15.9663,0.435,0
7,0.267,1410.446,1306.497,3.6,0.014,0.0047,190.3102,3.285,15.9792,0.4342,0
6,0.272,1414.068,1305.891,4.014,0.015,0.0046,192.6311,3.1131,15.1676,0.4335,0
6,0.267,1412.196,1305.797,3.888,0.015,0.0045,192.2529,3.2362,15.7555,0.4318,0
6,0.277,1418.235,1309.476,4.076,0.015,0.005,200.964,3.1137,15.114,0.4427,0
6,0.251,1404.003,1305.278,3.738,0.014,0.0045,190.6964,3.3147,16.1809,0.4306,0
6,0.261,1415.303,1310.223,3.981,0.015,0.0041,188.4166,3.2302,15.8053,0.4282,0
6,0.267,1412.651,1307.525,3.941,0.015,0.0042,197.5696,3.1904,15.5797,0.4378,0
6,0.264,1405.632,1302.064,3.88,0.015,0.0043,193.6336,3.2212,15.6401,0.4341,0
6,0.266,1417.267,1308.705,3.938,0.016,0.0048,187.6863,3.1187,15.1045,0.4266,0
6,0.262,1413.382,1308.012,3.917,0.015,0.0054,187.8465,3.2193,15.7031,0.4272,0
6,0.268,1414.244,1307.207,4.038,0.015,0.0053,193.6797,3.151,15.3646,0.4345,0
6,0.259,1408.655,1305.735,3.876,0.015,0.0042,188.4085,3.264,15.9022,0.4288,0
7,0.272,1420.339,1314.97,3.93,0.016,0.0037,214.4689,3.0764,14.0229,0.4576,0
6,0.26,1413.44,1308.986,3.871,0.015,0.0037,189.9742,3.233,15.7077,0.43,0
6,0.262,1410.118,1306.089,3.98,0.015,0.004,190.2772,3.2579,15.8808,0.4304,0
6,0.254,1407.297,1305.432,3.92,0.015,0.0039,185.9089,3.249,15.8622,0.425,0
6,0.259,1410.036,1305.912,3.984,0.014,0.0038,185.8404,3.2191,15.7149,0.4256,0
6,0.263,1409.918,1305.382,3.958,0.015,0.0037,189.6261,3.2052,15.6827,0.4296,0
7,0.258,1411.387,1305.375,3.717,0.015,0.0036,180.172,3.2361,15.7055,0.42,0
6,0.259,1405.69,1303.206,3.877,0.015,0.0048,189.4477,3.2327,15.7099,0.4287,0
8,0.375,1464.422,1334.627,3.913,0.02,0.0292,411.8818,0.136,8.5631,0.6142,0
6,0.259,1414.729,1307.585,3.76,0.016,0.0041,185.2548,3.1778,15.3053,0.4227,0
6,0.249,1409.105,1305.787,4.047,0.015,0.0048,175.2292,3.224,15.7276,0.4131,0
6,0.25,1411.108,1307.399,4.02,0.015,0.0043,175.6008,3.2187,15.7022,0.4138,0
6,0.254,1413.147,1307.431,3.974,0.016,0.0038,175.8925,3.1996,15.5824,0.4145,0
10,0.338,1459.191,1335.637,4.007,0.02,0.0066,335.7919,0.4694,10.1238,0.5639,0
16,0.91,1820.906,1506.853,4.226,0.044,0.694,1289.5542,-0.3044,2.1601,1.0502,1
21,0.579,1668.243,1396.475,4.834,0.047,0.1193,515.9194,-0.015,2.3105,0.6645,1
21,0.639,1709.701,1426.571,4.419,0.047,0.1748,620.1777,-0.0057,2.112,0.7312,1
18,0.488,1589.107,1384.538,4.174,0.041,0.0626,455.7476,0.1854,3.9729,0.6318,1
21,0.482,1475.016,1303.84,4.292,0.037,0.0686,1130.3616,-0.4532,3.296,0.7088,1
0,2.988,1315.241,1296.902,3.313,0.006,1655.2644,103611.7555,-5.773,39.0276,10.9201,1
30,0.488,1827.068,1535.871,4.733,0.061,0.0205,230.4613,0.0251,2.1088,0.447,1
17,0.641,1785.586,1514.897,4.759,0.054,0.1037,495.9739,-0.1822,2.1366,0.6627,1
21,0.718,1795.39,1503.245,4.348,0.047,0.2018,756.2871,-0.0624,2.0558,0.8126,1
21,0.779,1835.227,1513.098,4.466,0.048,0.3935,850.2971,-0.1513,1.8872,0.8461,1
20,0.81,1930.828,1585.214,4.281,0.045,0.5147,965.2386,-0.2238,1.7881,0.91,1
20,1.074,1726.752,1438.618,3.01,0.04,1.0248,1880.0365,0.0182,2.2605,1.2542,1
0,2.748,1306.593,1284.96,2.664,0.002,2992.0925,96777.9138,-6.943,53.7644,9.4769,1
28,1.122,1674.667,1425.381,3.083,0.021,1.1521,2224.7146,-1.1848,4.4912,1.9218,1
0,45.642,2432.548,2412.643,1.136,0.019,20541.3339,307442.4059,0.015,2.5761,19.8574,1
0,2.017,1974.133,1613.692,4.558,0.002,12.8544,11812.2429,3.0142,14.9629,4.0097,1
0,47.525,2483.506,2465.812,1.043,0.022,78506.4026,667606.7584,0.8343,2.4097,32.4779,1
0,27.984,1962.193,1931.92,1.127,0.02,266178.7425,810015.5028,-0.1982,2.6222,27.7384,1
0,4.51,1342.598,1306.55,2.763,0.004,7334.1979,159846.8684,-4.997,30.6385,12.4359,1
3,1.86,1840.607,1533.8,4.426,0.007,0.4597,1118.1711,0.895,5.4851,1.1448,1
0,20.968,1779.018,1749.812,1.726,0.028,116646.1386,811340.7251,-0.7198,2.6186,30.0004,0
0,2.235,1287.779,1258.445,4.292,0,1.5844,45975.795,-11.3733,191.0803,4.6675,0
0,7.338,1438.205,1432.318,2.055,0.003,22129.7664,238822.0927,-1.3513,5.8319,16.9518,0
0,10.87,1529.453,1521.689,3.02,0.007,11484.2079,187255.9941,-0.24,3.7418,16.905,0
6,0.101,1494.092,1316.932,3.458,0.022,0.0005,52.4166,-0.0627,6.1153,0.1355,0
5,0.094,1383.291,1275.723,3.049,0.017,0.0001,16.6831,2.9914,20.7006,0.1218,0
11,0.222,1882.902,1573.518,4.481,0.016,0.0001,14.3582,-0.3731,2.529,0.1886,0
1,0.893,1567.468,1476.191,3.901,0.008,0.0377,324.0969,0.5845,5.0777,0.727,0
0,0.608,1689.807,1467.638,3.95,0.01,0.0015,54.6571,-1.2158,6.1985,0.2318,0
5,0.181,1642.651,1422.081,3.828,0.008,0.0003,45.2182,-1.7388,7.8053,0.3958,0
3,1.015,1624.393,1542.687,4.018,0.009,0.0045,358.19,0.2117,5.4761,0.7598,0
3,0.192,1352.283,1273.743,3.228,0.013,0.0005,86.9921,4.8165,33.2158,0.2976,0
3,0.156,1331.098,1272.142,3.041,0.011,0.0013,82.6318,5.6038,40.43,0.2942,0
3,0.185,1343.373,1272.353,3.711,0.018,0.0009,89.9517,4.6903,32.7982,0.3045,0
6,0.234,1405.689,1312.015,3.482,0.019,0.0046,223.1348,1.841,11.3471,0.4805,0
7,0.225,1404.945,1314.452,3.433,0.025,0.004,190.6979,3.3501,15.5279,0.4276,0
6,0.214,1393.667,1304.319,3.525,0.03,0.0043,168.2728,3.4946,17.3032,0.3999,0
7,0.232,1406.459,1313.597,3.29,0.025,0.0039,193.9927,3.3584,15.5431,0.4307,0
7,0.223,1400.789,1311.362,3.604,0.026,0.0042,188.7146,3.3363,15.4775,0.4246,0
6,0.214,1396.333,1307.075,3.305,0.027,0.0042,172.5467,3.5416,17.4989,0.4047,0
7,0.229,1403.663,1312.269,3.33,0.025,0.0038,191.4652,3.3582,15.5421,0.4286,0
6,0.215,1389.971,1304.548,3.426,0.025,0.0047,175.0833,3.6202,18.0851,0.4087,0
7,0.231,1403.833,1313.939,3.285,0.023,0.0045,205.8543,3.4056,15.7792,0.4439,0
7,0.235,1403.132,1310.46,3.524,0.023,0.0048,208.6032,3.1481,14.3432,0.4437,0
6,0.209,1390.337,1300.98,3.492,0.027,0.0035,152.6291,3.544,17.5668,0.3813,0
7,0.226,1404.309,1311.248,3.29,0.025,0.0032,177.4486,3.3641,15.5456,0.4118,0
7,0.219,1398.978,1309.97,3.606,0.025,0.0038,179.6197,3.3749,15.6912,0.4151,0
6,0.217,1391.835,1302.984,3.376,0.026,0.0041,169.7103,3.5743,17.6891,0.4013,0
7,0.223,1400.95,1312.736,3.323,0.022,0.0039,192.704,3.4095,15.7889,0.4298,0
6,0.205,1390.511,1304.948,3.509,0.025,0.0041,163.4141,3.5694,17.6866,0.3935,0
7,0.228,1403.66,1313.55,3.318,0.023,0.0041,196.6506,3.3878,15.6461,0.4332,0
7,0.223,1398.668,1312.481,3.406,0.022,0.0042,193.4743,3.44,15.9959,0.4308,0
6,0.206,1386.636,1302.93,3.266,0.024,0.0042,168.2543,3.6387,18.0726,0.3995,0
7,0.221,1399.546,1311.223,3.179,0.021,0.0037,190.0107,3.4336,15.8876,0.426,0
7,0.211,1393.879,1311.345,3.303,0.019,0.0042,179.9185,3.4663,16.1266,0.4239,0
6,0.2,1388.538,1302.931,3.001,0.023,0.0033,161.3274,3.6104,17.7806,0.3809,0
7,0.214,1396.14,1309.902,3.235,0.021,0.0036,184.0975,3.4541,16.0251,0.4203,0
6,0.2,1389.066,1305.923,3.401,0.024,0.0042,165.1633,3.6369,18.0322,0.396,0
7,0.217,1399.672,1311.503,3.18,0.021,0.0035,184.6086,3.4182,15.7626,0.4196,0
7,0.207,1392.251,1309.054,3.214,0.021,0.0037,178.2549,3.4583,16.04,0.4133,0
6,0.201,1387.462,1304.151,3.061,0.023,0.004,163.8774,3.654,18.0989,0.3943,0
7,0.218,1400.473,1313.233,2.9,0.02,0.0037,189.3955,3.466,16.0344,0.4259,0
7,0.198,1384.475,1304.171,3.059,0.021,0.0041,162.4831,3.596,17.4265,0.4001,0
6,0.212,1394.818,1310.388,2.872,0.019,0.004,190.0202,3.5598,16.8312,0.4196,0
7,0.205,1394.358,1310.335,3.107,0.02,0.0033,174.402,3.4573,15.9719,0.4083,0
6,0.199,1384.547,1301.676,3.199,0.024,0.0038,156.1165,3.6619,18.1697,0.3852,0
7,0.216,1399.585,1312.228,2.935,0.02,0.0035,181.7126,3.4451,15.8922,0.4165,0
7,0.208,1392.443,1310.604,3.054,0.02,0.0039,183.0232,3.4817,16.1503,0.4189,0
6,0.2,1386.129,1304.648,2.811,0.021,0.0041,167.9441,3.7035,18.3632,0.3992,0
7,0.215,1398.466,1312.654,2.93,0.02,0.0036,186.7116,3.4513,15.9304,0.4228,0
6,0.196,1384.336,1304.478,3.029,0.023,0.0041,162.7618,3.6826,18.3026,0.3938,0
6,0.217,1396.823,1309.841,2.947,0.019,0.0036,184.156,3.4514,15.9351,0.4191,0
7,0.208,1394.135,1311.543,2.795,0.02,0.0037,184.0027,3.5009,16.2363,0.4202,0
6,0.199,1384.302,1302.694,2.915,0.022,0.0041,162.9832,3.6744,18.2387,0.3937,0
8,0.254,1421.381,1315.391,3.292,0.027,0.005,208.2805,2.3357,11.9743,0.4443,0
7,0.202,1394.074,1312.715,2.98,0.02,0.0035,172.593,3.4991,16.2209,0.4075,0
6,0.196,1386.982,1304.248,2.786,0.022,0.0035,155.4784,3.6712,18.1175,0.3843,0
7,0.205,1396.378,1310.811,2.855,0.021,0.0031,170.2268,3.4419,15.8375,0.4036,0
6,0.192,1385.277,1303.331,3.061,0.023,0.0035,149.5108,3.6598,18.1145,0.377,0
7,0.216,1403.74,1313.751,3.078,0.022,0.0032,172.8039,3.3842,15.4871,0.4054,0
7,0.206,1399.125,1311.927,3.127,0.021,0.003,166.526,3.4619,16.0011,0.3998,0
6,0.197,1388.673,1305.273,3.15,0.023,0.0039,158.9928,3.6516,18.0223,0.3888,0
7,0.214,1400.218,1312.631,3,0.021,0.0033,178.6384,3.4265,15.7424,0.4129,0
7,0.204,1396.738,1311.237,3.197,0.022,0.0033,163.9378,3.4246,15.8221,0.3961,0
6,0.198,1389.329,1304.822,3.11,0.023,0.0034,153.3874,3.6555,18.0359,0.3819,0
7,0.206,1399.544,1313.311,3.087,0.021,0.0029,167.3095,3.4418,15.8478,0.4007,0
6,0.194,1383.509,1302.072,3.129,0.023,0.0036,152.7469,3.6784,18.2463,0.3816,0
7,0.213,1396.633,1308.954,3.109,0.021,0.0032,175.6906,3.4303,15.7787,0.4095,0
7,0.205,1395.098,1311.483,3.138,0.02,0.0035,175.1896,3.4546,15.9172,0.4098,0
6,0.198,1390.157,1306.778,3.032,0.023,0.0039,161.3308,3.6535,18.0172,0.3913,0
7,0.214,1399.21,1312.311,2.957,0.02,0.0034,180.9002,3.4435,15.8337,0.4157,0
7,0.207,1394.572,1312.86,2.936,0.018,0.0039,166.7978,3.5092,16.2959,0.4137,0
6,0.199,1390.481,1306.974,2.78,0.022,0.0037,174.1197,3.665,18.0334,0.393,0
9,0.251,1424.573,1320.548,3.257,0.026,0.0046,211.9604,2.1781,11.5774,0.4552,0
6,0.223,1395.766,1304.187,3.285,0.018,0.0031,191.6382,2.5525,14.1394,0.4138,0
7,0.214,1396.152,1309.696,2.982,0.02,0.0035,181.5108,3.4567,15.9408,0.4167,0
7,0.205,1393.644,1311.537,2.957,0.021,0.0036,178.3275,3.4745,16.0836,0.4138,0
6,0.202,1387.408,1304.302,2.948,0.023,0.0039,162.8881,3.6562,18.0731,0.3932,0
7,0.218,1399.483,1313.513,2.796,0.021,0.0037,188.5203,3.457,15.9466,0.425,0
7,0.197,1385.168,1304.9,3.042,0.022,0.0041,162.0609,3.6085,17.584,0.3977,0
6,0.212,1397.037,1312.768,2.749,0.019,0.004,190.161,3.5396,16.6059,0.4222,0
7,0.209,1393.775,1309.402,3.056,0.021,0.0036,180.5223,3.4403,15.8432,0.4154,0
6,0.196,1389.295,1305.77,3.111,0.024,0.0036,152.0516,3.6361,17.9847,0.3799,0
7,0.226,1391.178,1302.159,3.242,0.018,0.0054,198.7548,3.2442,14.8804,0.4331,0
7,0.203,1396.113,1312.763,3.247,0.021,0.0034,170.4977,3.4576,15.9875,0.4043,0
18,0.344,1490.52,1321.39,4.07,0.062,0.017,244.8682,0.8401,4.9672,0.4665,1
18,0.514,1750.935,1475.747,3.583,0.074,0.0786,443.3378,0.7425,2.5355,0.6248,1
22,0.515,1739.529,1471.558,3.697,0.08,0.082,446.6692,0.661,2.4175,0.6292,1
20,0.616,1837.912,1515.23,4.323,0.081,0.1404,562.2954,0.2192,1.9473,0.7025,1
22,0.71,1827.149,1500.395,3.984,0.081,0.2737,739.3427,0.2508,1.7702,0.8026,1
24,0.58,1848.423,1525.956,4.684,0.088,0.1145,519.867,0.0092,1.9333,0.6696,1
26,0.565,1561.213,1332.42,4.455,0.093,0.1216,489.4127,0.1767,1.9158,0.6501,1
25,0.483,1822.169,1514.918,4.691,0.097,0.072,361.8766,0.001,2.0715,0.56,1
29,0.482,1831.183,1528.104,4.889,0.109,0.0455,313.9271,-0.1111,2.0901,0.5273,1
38,0.512,1738.862,1448.999,5.034,0.093,0.0717,405.0052,-0.3449,2.2547,0.595,1
27,0.637,1817.147,1478.317,4.485,0.088,0.1899,569.4399,0.0773,1.5844,0.6978,1
30,0.64,1913.158,1562.03,4.3,0.121,0.204,569.8298,0.183,1.6936,0.711,1
0,1.024,1270.699,1262.114,4.05,0.002,206.5442,30190.2049,-12.5413,170.429,5.8166,1
0,2.165,1293.509,1274.866,3.806,0.003,639.4014,74814.9632,-8.6448,81.228,8.486,1
0,41.488,2309.582,2269.792,2.855,0.002,3659.8044,105127.3284,0.0065,7.9409,11.5192,0
0,61.941,2863.569,2848.829,1.546,0.067,77678.4961,668949.1644,0.1813,2.9166,26.1209,0
0,39.132,2247.751,2207.881,1.28,0.006,20701.5401,369158.5056,-0.3804,4.1892,19.2606,0
0,18.348,1690.528,1633.301,2.814,0.021,84642.9309,571785.2756,-1.1418,4.5563,23.9929,0
0,2.433,2230.606,2165.927,4.415,0.018,0.0021,86.6388,0.2184,5.2023,0.3723,0
3,0.188,1427.831,1295.667,4.204,0.022,0.0004,52.637,-0.6892,13.7767,0.2246,0
6,0.155,1420.744,1307.528,4.188,0.021,0.0007,69.5498,-0.8855,10.7539,0.2565,0
4,0.113,1396.511,1293.03,3.885,0.016,0.0002,34.9648,-0.69,14.5715,0.1809,0
13,0.22,1525.716,1343.992,4.528,0.036,0.0008,69.9718,-0.6037,5.5774,0.2754,0
12,0.232,1472.671,1327.082,4.734,0.028,0.0035,118.4633,-1.1226,7.4612,0.3375,0
7,0.201,1476.244,1318.503,4.49,0.03,0.0021,83.7593,-0.0744,6.9526,0.2689,0
13,0.219,1503.311,1329.703,4.607,0.036,0.0026,100.4541,-0.1981,5.6708,0.2939,0
9,0.167,1461.018,1303.901,4.439,0.045,0.0005,48.564,-0.8951,6.5062,0.211,0
8,0.11,1413.368,1284.752,4.339,0.044,0.0001,23.4403,-1.7572,10.5762,0.1433,0
8,0.162,1459.325,1306.251,4.119,0.034,0.0003,45.777,0.3303,8.4696,0.2094,0
13,0.214,1539.319,1336.023,4.535,0.043,0.0013,74.2751,-0.0707,4.0303,0.2586,0
8,0.203,1394.523,1302.098,2.389,0.043,0.0028,155.9285,1.9618,12.0567,0.3841,0
6,0.18,1369.655,1294.615,2.374,0.046,0.0033,143.8832,3.385,17.6606,0.3691,0
6,0.198,1373.997,1296.756,2.709,0.038,0.0028,151.5133,3.7312,18.3949,0.3962,0
5,0.223,1348.51,1278.876,2.726,0.042,0.0076,227.5007,3.8113,22.3533,0.4434,0
6,0.383,1426.361,1314.011,3.209,0.031,0.0342,530.0888,1.5848,7.9145,0.678,0
14,0.594,1670.768,1465.115,3.745,0.051,0.1751,849.5197,0.8257,3.7137,0.8416,0
6,0.364,1413.509,1302.751,3.518,0.041,0.0438,449.1985,1.565,8.2672,0.6212,0
8,0.439,1490.47,1345.173,3.426,0.038,0.0559,571.2745,1.3443,5.9742,0.7,0
8,0.335,1396.841,1297.147,3.423,0.038,0.0335,392.6334,2.0614,11.3043,0.5878,0
10,0.422,1451.926,1318.344,3.382,0.047,0.0337,525.8315,1.3422,6.5018,0.6729,0
10,0.388,1511.343,1360.117,3.489,0.049,0.0381,435.1059,0.8646,6.0015,0.6123,0
10,0.388,1422.922,1305.599,3.751,0.05,0.0313,432.9011,1.6035,8.4467,0.6216,0
8,0.402,1435.728,1306.345,3.81,0.063,0.0157,440.4658,1.4473,7.908,0.6197,0
7,0.303,1425.674,1313.539,2.727,0.033,0.0184,329.0945,1.6507,8.8323,0.5299,0
6,0.391,1426.849,1307.556,3.276,0.037,0.0501,493.6615,1.573,7.0747,0.6499,0
8,0.455,1533.498,1368.07,3.726,0.051,0.0601,564.136,1.0449,4.9198,0.692,0
9,0.378,1499.913,1351.994,3.289,0.048,0.0307,416.0048,1.0785,6.2533,0.6002,0
10,0.411,1530.243,1369.973,3.606,0.046,0.0528,464.765,1.0925,5.6108,0.6259,0
11,0.448,1570.873,1397.981,3.664,0.052,0.0634,537.6217,1.0623,4.9484,0.6727,0
